time,itr,avg,std,MSE,MAE,total_cost
1549051614.735075,0,0.17362075798761462,1.5049520684108302,330.4835849978251,1.0824841284157858,14642.258099430119
1549051646.755109,1,0.07671130658245255,1.3505230496398732,263.49078703192856,0.9386851949661098,8262.547461028416
1549051688.157492,2,-0.01200631671196469,1.4486610560854871,302.2218730165979,1.015492952606814,7189.600117282998
1549051730.227272,3,-0.016692212821466084,1.4748565121461303,313.2691720399765,0.9951633769843523,8404.439469015726
1549051771.17943,4,0.019322376887866904,1.4559923311930631,305.32133127479153,0.9937855915558499,9649.721647719749
1549051811.697851,5,0.11843186428623288,1.4053103322786968,286.4049460542106,0.9237537592158005,67627.72057125796
1549051853.603982,6,-0.020406895298320762,1.4128110590981364,287.4890203323429,0.9259544910678481,7591.553108227095
1549051896.421023,7,0.05843857976523031,1.4637526547271131,309.0221138628933,0.9491504529383126,7924.232305828185
1549051937.895432,8,0.08528036519028898,1.4300826568742897,295.54691704986476,0.974675083079797,8839.339351469982
1549051981.020188,9,0.08859799566247197,1.4226258688445301,292.5668113259129,0.9584150290588835,8648.420089061396
1549052020.478796,10,0.08059940603737162,1.4182121912279821,290.5663800385803,0.919052354362778,11647.438105125477
1549052072.989395,11,0.046761107526825996,1.4506612535193568,303.3510730040862,0.9638130885722721,12716.042689909244
1549052114.279302,12,0.008071550792314733,1.408264004882376,285.591262662654,0.9459792862654715,25657.010709705493
1549052156.224071,13,0.11094703881705986,1.3571686735459274,267.00711175824284,0.8862169398325643,8871.032990821766
1549052199.761178,14,0.0382492545904937,1.3879714967228673,277.62161489162565,0.9372051067546637,7201.238247894741
1549052243.406742,15,0.0791716950845439,1.4361521421874381,297.9073631249464,0.9421488883926453,7472.454507082898
1549052285.849253,16,0.031144142375990107,1.3636420637447748,267.9105075290561,0.9013119904842137,7073.048709574291
1549052330.094109,17,-0.2620155527158071,1.2853894010451206,247.8064409545109,1.0131017698404563,7646.138699979344
1549052373.04369,18,0.016599711207221257,1.3852464028862936,276.36237318550735,0.9435468804489676,6938.25127784667
1549052418.175943,19,0.10646424562837997,1.3691752875913934,271.5804869397401,0.9445782066935288,7337.105887267735
1549052462.039052,20,0.09758994527676397,1.4352091700510692,297.9862789273633,0.987840212969561,7366.064861599969
