time,itr,avg,std,MSE,MAE,total_cost
1549058368.840304,0,0.17362075798761462,1.5049520684108302,330.4835849978251,1.0824841284157858,14642.258099430119
1549058402.568574,1,0.10247507219212311,1.2450040943130751,224.71723227990265,0.8026960234211664,7476.129145472726
1549058499.198817,2,0.11806219314888239,1.2642427677229477,232.16377783549004,0.8523775080125212,7741.892818881847
1549058596.823703,3,0.09234720065136642,1.241766988134725,223.27390919366354,0.8327932924953869,8229.873389878241
1549058695.27863,4,-0.012845344977828077,1.311619146380106,247.7534094775407,0.8406420281900742,7331.3389975597465
1549058791.132172,5,0.05805107712170164,1.3819386954189845,275.48992590498926,0.884683824525351,6965.293994958925
1549058887.975857,6,0.08178562708172382,1.2835345852356592,238.19758852222458,0.8406750357312294,8656.887625997782
1549058984.371184,7,-0.020929693518876843,1.2512545532661374,225.5149453161651,0.812897673579634,8293.325365031827
1549059080.849243,8,0.029994874612359737,1.281037804829192,236.44188718626322,0.8452743891783683,9067.29574568971
1549059177.598807,9,0.06679325302118642,1.2947764517285014,242.05066539837122,0.8169493923178995,8096.7514207203
1549059283.256094,10,0.04153487686008606,1.3091527810761359,247.04728562810354,0.8461780092096303,8129.716211426473
1549059394.120491,11,0.033401167360444656,1.2548032694549667,226.89315115429167,0.8142099014320412,7094.185380611166
