time,itr,avg,std,MSE,MAE
1548799852.926023,0,-0.24944055761978043,0.515909841555323,2.2986848947951386,0.4435380266483137
1548799854.416001,0,-0.25602691372747566,0.5298281377527715,2.4238734527517023,0.4532174388336468
