time,itr,avg,std,MSE,MAE,total_cost
1549086961.583138,0,0.17362075798761462,1.5049520684108302,330.4835849978251,1.0824841284157858,15099.834439872364
1549086997.603983,1,-0.025553160876669687,1.4433493837429043,300.0830986917807,1.0578532945040697,169645.97922064518
1549087100.842141,2,0.03534149953788575,1.5569949037142878,349.2694298565865,1.1667070498685608,126791.6028736546
