time,itr,avg,std,MSE,MAE,total_cost
1549088212.758271,0,0.15378058354892563,1.5300615015314347,340.5220799537199,1.1036622366642765,15693.781725591265
1549088269.821664,1,0.1085490620752414,1.4180074384382537,291.2440311854831,0.962673039465627,7201.645590544147
1549088394.116935,2,0.10409795000308285,1.3588598620990966,267.45645715471017,0.9013982605612855,5907.194930153697
1549088523.168874,3,0.24879247034597624,1.4862539938591834,327.00220236910474,1.0050662518048474,8950.475594124182
1549088652.853354,4,0.15956550507229256,1.4387521824202267,301.74753496722343,0.9761833548443895,7285.719462268828
1549088783.341737,5,0.04714158560129855,1.3725855786066814,271.6147439556542,0.9915424873704966,6284.534096287295
1549088912.245288,6,0.15936569378128626,1.4661699863968123,313.20746688459167,1.0356345163445742,7233.905222751695
1549089036.58302,7,-0.02343104050645716,1.3984176457491686,281.6814132866682,0.9754779437206919,6363.667547173043
1549089165.459749,8,0.003686907635602057,1.4019892803200653,283.0446051005215,0.9762180997243912,7308.4681588051935
1549089296.639729,9,0.10532098994220315,1.4697411590466243,312.65734831460935,1.0347092863029503,10448.141870709875
1549089425.767393,10,-0.01590933430467782,1.4419747799970175,299.454389721427,1.0115319347813576,6282.332588010805
1549089554.850092,11,-0.02547344317589196,1.4211901486040213,290.9419682106751,0.9925723837370701,6824.5114992029885
1549089688.637918,12,0.01074299867836147,1.4422661620657553,299.5555815735101,0.9970844177016941,6687.54913741314
1549089816.723693,13,-0.007297988251011263,1.4388480213425279,298.12851203815006,0.9716235794130124,6960.606512759938
1549089941.073432,14,-0.12084848822481925,1.4278258754607376,295.67391663476815,0.9752123313792372,6669.1101510835015
1549090063.855269,15,0.1382210977864207,1.467241036884233,312.753791835418,0.9750812274816197,7037.752014361895
1549090187.003552,16,0.1650199101502119,1.452935605774169,307.90849611921624,0.9672049279099311,6803.713252037629
1549090317.398252,17,-0.037488774270311526,1.4653626652214313,309.4118134302452,0.9998082812153726,8669.509477311134
1549090450.643622,18,0.09742408668700753,1.4296076065036707,295.67078801855314,0.9464752016420646,6773.463558828703
1549090579.647555,19,-0.09421609349883084,1.4132787072745758,288.89760624622227,0.9517144081215724,6338.344487254427
1549090710.994668,20,-0.04687246451400062,1.4386297075882575,298.34675474185315,0.9608686252034353,6321.9252257113985
1549090835.83026,21,0.07482544350519287,1.4530301181297376,304.832933451053,0.9567261201393175,7563.293165793206
