time,itr,avg,std,MSE,MAE,total_cost
1549060338.553995,0,0.17362075798761462,1.5049520684108302,330.4835849978251,1.0824841284157858,14642.258099430119
1549060373.032876,1,0.07671130658245255,1.3505230496398732,263.49078703192856,0.9386851949661098,8262.547461028416
1549060469.756216,2,-0.12265663079803052,1.3876979693006821,279.4680436435144,0.9899927955399291,7522.229882247369
1549060569.373499,3,0.10322040675349586,1.4709023343239285,313.0859706465513,1.006840970229741,8206.489375083755
1549060672.30983,4,0.0853225390712422,1.3698753735313822,271.27274035410824,0.9314491439296254,6637.551064349444
1549060768.495662,5,0.06821789848324435,1.382278993481516,275.810241239099,0.9045814662844829,6540.669568937028
1549060874.606217,6,0.06729764915127952,1.4465034512457118,301.9537739587743,0.9411094098965991,6481.236871045728
1549060976.666732,7,0.004028475529789565,1.4558112211000178,305.193965773798,0.9925842620459425,6703.525152629659
1549061074.853123,8,0.07778030006365512,1.4234531502898362,292.6466850453193,0.952926530027972,6803.917005572571
1549061174.216797,9,0.024602841462512404,1.4661097065356894,309.61194788249213,1.0076848424842093,6673.751073011157
1549061272.185055,10,-0.01625734339017293,1.4380367245539927,297.8228048227317,0.9722030934334064,8612.892674201608
1549061373.067242,11,0.06395341763774148,1.4472446739850449,302.19943478481014,0.9834404458774942,9377.0972212249
1549061477.028328,12,0.12836429847990605,1.4772035376498276,316.5995066067942,0.995770919920065,10681.560351270262
1549061581.902449,13,0.009117062878352141,1.464968320184919,309.05500319725707,0.9799831065902155,7218.675772148242
1549061690.03043,14,0.06559865734606259,1.4652941906752768,309.80019586641424,0.9901152646122644,9238.99595640667
1549061796.561801,15,0.10488822066264085,1.4137230489590211,289.3844733108142,0.924554106406945,7791.832904585359
1549061902.532423,16,0.1489743004805382,1.465332804903927,312.39267427170364,0.9761574951572106,7291.425473744142
1549062008.119843,17,0.050531488004179545,1.3995619560907973,282.43110243119264,0.9282314555663008,6942.272670580734
1549062113.192249,18,0.02570553599981324,1.3960540508918722,280.7463870133407,0.9615314430142354,7133.164128584133
1549062217.868374,19,0.019438476927838386,1.3681568042495533,269.60124893754596,0.9321507498514404,7074.77765228966
1549062324.219903,20,0.033438615679192166,1.383872916660898,275.9360242299958,0.9488557054758212,7241.865966891682
1549062429.706145,21,0.007973148259266058,1.4078275830385214,285.4140587506439,0.9538960218952338,7339.391517876667
1549062536.87437,22,0.08636820741559388,1.44681179580789,302.504232922709,0.9863763450847264,7754.802353727327
1549062641.037109,23,0.18510564258727802,1.443394391837381,304.9418115799562,0.9670363882187848,7582.631755716311
1549062747.629839,24,0.0611045062202753,1.486677353197225,318.80783709935,1.0080483302139498,7092.416591670795
1549062853.743032,25,0.07063068866576973,1.3422686676442694,260.161037326213,0.9436088988978446,10434.75096794807
1549062966.184033,26,0.021298814745694197,1.3498364487412455,262.44173921183256,0.9506565316018949,10085.053577032459
1549063073.04844,27,0.04674412864055999,1.4181643910069615,289.9260365014816,0.9883517172785137,7879.970774220814
1549063178.953044,28,-0.002454519007828257,1.385817854089196,276.55158951013595,0.9471879336176161,8139.893772886284
1549063285.276535,29,-0.027354219465862608,1.3763311843301165,272.8851526486264,0.9331746817197142,7589.557011989343
